indicator,API_UserName,obs_date,OpDiv,indicator_key,observations,curr_date
102.165.16.161,00818860012482918321,2025-03-11,CDC,102.165.16.161_CDC,23,2025-03-11
102.68.39.251,15920309593055310684,2025-03-11,CMS,102.68.39.251_CMS,9,2025-03-11
102.68.39.251,35664937356778434955,2025-03-11,HRSA,102.68.39.251_HRSA,2,2025-03-11
102.68.39.251,64853912235916233429,2025-03-11,OS,102.68.39.251_OS,1,2025-03-11
102.90.61.13,64853912235916233429,2025-03-11,OS,102.90.61.13_OS,6365,2025-03-11
102.91.94.193,64853912235916233429,2025-03-11,OS,102.91.94.193_OS,5106,2025-03-11
103.225.136.166,64853912235916233429,2025-03-11,OS,103.225.136.166_OS,2,2025-03-11
104.18.32.191,00818860012482918321,2025-03-11,CDC,104.18.32.191_CDC,4,2025-03-11
104.18.32.191,15920309593055310684,2025-03-11,CMS,104.18.32.191_CMS,40,2025-03-11
104.18.32.191,35664937356778434955,2025-03-11,HRSA,104.18.32.191_HRSA,9,2025-03-11
104.18.68.40,15920309593055310684,2025-03-11,CMS,104.18.68.40_CMS,97,2025-03-11
104.18.69.40,15920309593055310684,2025-03-11,CMS,104.18.69.40_CMS,185,2025-03-11
104.21.3.76,80363974983666420473,2025-03-11,IHS,104.21.3.76_IHS,60,2025-03-11
104.21.47.124,00818860012482918321,2025-03-11,CDC,104.21.47.124_CDC,3,2025-03-11
104.21.48.1,00818860012482918321,2025-03-11,CDC,104.21.48.1_CDC,4252,2025-03-11
104.21.48.1,15920309593055310684,2025-03-11,CMS,104.21.48.1_CMS,3031,2025-03-11
104.21.54.132,00818860012482918321,2025-03-11,CDC,104.21.54.132_CDC,3,2025-03-11
104.21.61.32,00818860012482918321,2025-03-11,CDC,104.21.61.32_CDC,29,2025-03-11
106.75.164.20,15920309593055310684,2025-03-11,CMS,106.75.164.20_CMS,580,2025-03-11
106.75.164.20,35664937356778434955,2025-03-11,HRSA,106.75.164.20_HRSA,136,2025-03-11
106.75.164.20,64853912235916233429,2025-03-11,OS,106.75.164.20_OS,113,2025-03-11
107.189.13.254,15920309593055310684,2025-03-11,CMS,107.189.13.254_CMS,6,2025-03-11
107.189.3.148,13520457953477229971,2025-03-11,HHS,107.189.3.148_HHS,8,2025-03-11
107.189.3.94,15920309593055310684,2025-03-11,CMS,107.189.3.94_CMS,16,2025-03-11
107.189.30.69,13983566077459384977,2025-03-11,FDA,107.189.30.69_FDA,32,2025-03-11
107.189.30.69,64853912235916233429,2025-03-11,OS,107.189.30.69_OS,6,2025-03-11
107.189.8.16,15920309593055310684,2025-03-11,CMS,107.189.8.16_CMS,2,2025-03-11
111.67.197.113,15920309593055310684,2025-03-11,CMS,111.67.197.113_CMS,1896,2025-03-11
111.67.197.113,35664937356778434955,2025-03-11,HRSA,111.67.197.113_HRSA,446,2025-03-11
111.67.197.113,64853912235916233429,2025-03-11,OS,111.67.197.113_OS,381,2025-03-11
113.96.236.11,13983566077459384977,2025-03-11,FDA,113.96.236.11_FDA,66,2025-03-11
113.96.236.11,64853912235916233429,2025-03-11,OS,113.96.236.11_OS,921,2025-03-11
114.217.150.72,15920309593055310684,2025-03-11,CMS,114.217.150.72_CMS,1462,2025-03-11
114.217.150.72,35664937356778434955,2025-03-11,HRSA,114.217.150.72_HRSA,296,2025-03-11
114.217.150.72,64853912235916233429,2025-03-11,OS,114.217.150.72_OS,302,2025-03-11
118.193.59.10,15920309593055310684,2025-03-11,CMS,118.193.59.10_CMS,7326,2025-03-11
118.193.59.10,13983566077459384977,2025-03-11,FDA,118.193.59.10_FDA,998,2025-03-11
118.193.59.10,35664937356778434955,2025-03-11,HRSA,118.193.59.10_HRSA,38,2025-03-11
118.193.59.10,80363974983666420473,2025-03-11,IHS,118.193.59.10_IHS,510,2025-03-11
118.193.59.10,64853912235916233429,2025-03-11,OS,118.193.59.10_OS,1606,2025-03-11
118.193.72.187,15920309593055310684,2025-03-11,CMS,118.193.72.187_CMS,11846,2025-03-11
118.193.72.187,13983566077459384977,2025-03-11,FDA,118.193.72.187_FDA,1143,2025-03-11
118.193.72.187,13520457953477229971,2025-03-11,HHS,118.193.72.187_HHS,2,2025-03-11
118.193.72.187,35664937356778434955,2025-03-11,HRSA,118.193.72.187_HRSA,534,2025-03-11
118.193.72.187,80363974983666420473,2025-03-11,IHS,118.193.72.187_IHS,1,2025-03-11
118.193.72.187,64853912235916233429,2025-03-11,OS,118.193.72.187_OS,2101,2025-03-11
119.200.13.201,15920309593055310684,2025-03-11,CMS,119.200.13.201_CMS,1125,2025-03-11
119.200.13.201,13983566077459384977,2025-03-11,FDA,119.200.13.201_FDA,1207,2025-03-11
119.200.13.201,13520457953477229971,2025-03-11,HHS,119.200.13.201_HHS,1368,2025-03-11
119.200.13.201,35664937356778434955,2025-03-11,HRSA,119.200.13.201_HRSA,248,2025-03-11
119.200.13.201,64853912235916233429,2025-03-11,OS,119.200.13.201_OS,227,2025-03-11
122.187.101.182,64853912235916233429,2025-03-11,OS,122.187.101.182_OS,896,2025-03-11
123.136.100.101,64853912235916233429,2025-03-11,OS,123.136.100.101_OS,111,2025-03-11
135.181.161.93,13983566077459384977,2025-03-11,FDA,135.181.161.93_FDA,8,2025-03-11
138.199.21.209,13520457953477229971,2025-03-11,HHS,138.199.21.209_HHS,8,2025-03-11
14.103.127.80,15920309593055310684,2025-03-11,CMS,14.103.127.80_CMS,872,2025-03-11
14.103.127.80,13983566077459384977,2025-03-11,FDA,14.103.127.80_FDA,838,2025-03-11
14.103.127.80,35664937356778434955,2025-03-11,HRSA,14.103.127.80_HRSA,170,2025-03-11
14.103.127.80,64853912235916233429,2025-03-11,OS,14.103.127.80_OS,171,2025-03-11
14.29.227.102,15920309593055310684,2025-03-11,CMS,14.29.227.102_CMS,815,2025-03-11
14.29.227.102,13983566077459384977,2025-03-11,FDA,14.29.227.102_FDA,837,2025-03-11
14.29.227.102,35664937356778434955,2025-03-11,HRSA,14.29.227.102_HRSA,183,2025-03-11
14.29.227.102,64853912235916233429,2025-03-11,OS,14.29.227.102_OS,175,2025-03-11
146.190.241.65,13983566077459384977,2025-03-11,FDA,146.190.241.65_FDA,3182,2025-03-11
146.70.112.126,13520457953477229971,2025-03-11,HHS,146.70.112.126_HHS,13,2025-03-11
146.70.192.174,64853912235916233429,2025-03-11,OS,146.70.192.174_OS,1,2025-03-11
146.70.202.189,13983566077459384977,2025-03-11,FDA,146.70.202.189_FDA,24,2025-03-11
146.70.204.166,13520457953477229971,2025-03-11,HHS,146.70.204.166_HHS,7,2025-03-11
146.70.45.166,13520457953477229971,2025-03-11,HHS,146.70.45.166_HHS,22,2025-03-11
146.70.45.166,64853912235916233429,2025-03-11,OS,146.70.45.166_OS,4,2025-03-11
146.71.50.198,00818860012482918321,2025-03-11,CDC,146.71.50.198_CDC,1,2025-03-11
146.71.50.198,15920309593055310684,2025-03-11,CMS,146.71.50.198_CMS,36643,2025-03-11
146.71.50.198,13983566077459384977,2025-03-11,FDA,146.71.50.198_FDA,41127,2025-03-11
146.71.50.198,13520457953477229971,2025-03-11,HHS,146.71.50.198_HHS,18032,2025-03-11
146.71.50.198,35664937356778434955,2025-03-11,HRSA,146.71.50.198_HRSA,9587,2025-03-11
146.71.50.198,80363974983666420473,2025-03-11,IHS,146.71.50.198_IHS,3,2025-03-11
146.71.50.198,64853912235916233429,2025-03-11,OS,146.71.50.198_OS,7717,2025-03-11
149.102.224.181,13520457953477229971,2025-03-11,HHS,149.102.224.181_HHS,1,2025-03-11
149.102.224.183,13520457953477229971,2025-03-11,HHS,149.102.224.183_HHS,5,2025-03-11
149.102.250.14,64853912235916233429,2025-03-11,OS,149.102.250.14_OS,242,2025-03-11
